,year,name,college,pos,height,weight,wonderlic,40_yard,bench_press,vert_leap,broad_jump,shuttle,3_cone,40_yard_percentile,bench_press_percentile,vert_leap_percentile,broad_jump_percentile,shuttle_percentile,3_cone_percentile,avg_percentile
954,2003,Spencer Nead,Brigham Young,TE,76.5,259,,4.89,19.0,28.5,102.0,4.24,7.37,0.333333333,0.491525424,0.059701493,0.049180328,0.666666667,0.358490566,0.32648296849999997
955,2003,Bruce Nelson,Iowa,C,77.3,301,,5.26,21.0,,,,,0.482758621,0.296296296,,,,,
956,2003,Terence Newman,Kansas State,CB,70.4,189,,4.41,10.0,41.0,136.0,3.82,6.88,0.940594059,0.097560976,0.958333333,1.0,1.0,0.714285714,0.7851290136666668
957,2003,Donnie Nickey,Ohio State,FS,74.3,220,,4.64,17.0,33.5,119.0,4.15,7.08,0.108695652,0.609756098,0.076923077,0.425,0.529411765,0.363636364,0.3522371593333333
958,2003,Lance Nimmo,West Virginia,OT,77.3,303,,5.33,20.0,27.0,90.0,4.93,8.19,0.378378378,0.129032258,0.245901639,0.0,0.142857143,0.303571429,0.19995680783333336
959,2003,Joe Odom,Purdue,OLB,72.9,241,,4.62,26.0,,,,,0.672131148,0.826923077,,,,,
960,2003,Will Ofenheusle,Tennessee,OT,78.5,308,,5.35,23.0,26.5,94.0,4.92,8.65,0.297297297,0.35483871,0.196721311,0.1,0.178571429,0.0,0.18790479116666667
961,2003,Kassim Osgood,San Diego State,WR,76.9,208,,4.7,,31.0,122.0,4.4,7.19,0.071428571,,0.029411765,0.604395604,0.01369863,0.24,
962,2003,Calvin Pace,Wake Forest,DE,76.0,269,,4.8,,33.0,115.0,,,0.693181818,,0.383561644,0.643835616,,,
963,2003,Derek Pagel,Iowa,FS,73.0,208,,4.53,25.0,35.5,115.0,4.03,6.85,0.826086957,0.975609756,0.358974359,0.175,0.823529412,0.818181818,0.6628970503333332
964,2003,Carson Palmer,Southern California,QB,77.0,232,26.0,4.65,,,,,,0.852459016,,,,,,
965,2003,Tony Pashos,Illinois,OT,78.0,337,,5.3,38.0,,,,,0.472972973,1.0,,,,,
966,2003,Antwan Peek,Cincinnati,OLB,74.6,246,,4.67,21.0,37.0,125.0,4.33,7.06,0.409836066,0.365384615,0.826923077,0.961538462,0.326086957,0.673913043,0.5939470366666666
967,2003,Terry Pierce,Kansas State,ILB,73.4,251,,4.7,28.0,27.5,,,,0.826086957,0.942857143,0.0,,,,
968,2003,Shurron Pierson,South Florida,DE,73.9,243,,4.63,,39.0,128.0,,,0.943181818,,0.945205479,0.98630137,,,
969,2003,Willie Pile,Virginia Tech,FS,74.0,206,,4.58,14.0,38.0,125.0,4.04,6.75,0.47826087,0.219512195,0.846153846,0.825,0.794117647,0.909090909,0.6786892445
970,2003,Mike Pinkard,Arizona State,TE,76.9,259,,4.69,,35.0,,,,0.819444444,,0.656716418,,,,
971,2003,Andrew Pinnock,South Carolina,FB,70.1,265,,4.62,22.0,,,,,0.857142857,0.433333333,,,,,
972,2003,David Porter,Iowa,OT,77.9,311,,5.34,,26.0,95.0,4.96,8.43,0.337837838,,0.131147541,0.166666667,0.107142857,0.142857143,
973,2003,Tim Provost,San Jose State,OT,77.1,301,,5.3,21.0,28.5,102.0,4.67,8.37,0.472972973,0.258064516,0.426229508,0.583333333,0.607142857,0.178571429,0.4210524359999999
974,2003,Dave Ragone,Louisville,QB,75.6,249,31.0,4.98,,30.5,101.0,4.32,7.4,0.229508197,,0.388888889,0.181818182,0.428571429,0.224489796,
975,2003,Cory Redding,Texas,DE,76.0,279,,4.88,24.0,,,,,0.477272727,0.441558442,,,,,
976,2003,Gabe Reid,Brigham Young,TE,75.4,255,,4.81,23.0,37.0,119.0,4.31,7.48,0.5,0.813559322,0.850746269,0.852459016,0.392156863,0.169811321,0.5964554651666667
977,2003,Terrell Roberts,Oregon State,CB,69.1,203,,4.74,18.0,34.0,117.0,4.19,7.12,0.00990099,0.865853659,0.114583333,0.237113402,0.421052632,0.337662338,0.33102772566666666
978,2003,Terrence Robinson,Oklahoma State,ILB,72.4,240,,4.97,19.0,33.5,116.0,4.33,7.6,0.043478261,0.171428571,0.512195122,0.763157895,0.387096774,0.064516129,0.32364545866666666
979,2003,Brett Romberg,Miami (FL),C,74.0,295,,5.2,27.0,27.5,99.0,4.65,8.16,0.620689655,0.592592593,0.24,0.291666667,0.217391304,0.086956522,0.3415494568333333
980,2003,Tony Romo,Eastern Illinois,QB,74.0,230,30.0,5.01,,30.0,105.0,4.2,7.11,0.213114754,,0.314814815,0.309090909,0.673469388,0.755102041,
981,2003,Dustin Rykert,Brigham Young,OT,78.4,327,,5.52,21.0,26.5,92.0,4.83,8.19,0.148648649,0.258064516,0.196721311,0.016666667,0.339285714,0.303571429,0.21049304766666666
982,2003,Asante Samuel,Central Florida,CB,70.9,185,,4.52,9.0,35.5,120.0,4.09,6.94,0.554455446,0.06097561,0.333333333,0.515463918,0.644736842,0.623376623,0.4553902953333333
983,2003,Antwoine Sanders,Utah,FS,73.6,202,,4.56,14.0,37.5,128.0,4.37,7.43,0.608695652,0.219512195,0.743589744,0.95,0.058823529,0.03030303,0.43515402499999994
984,2003,Watts Sanderson,South Carolina,OT,77.0,303,,5.39,24.0,28.5,100.0,4.92,8.47,0.202702703,0.451612903,0.426229508,0.45,0.178571429,0.107142857,0.3027099
985,2003,Justin Sands,Kansas,OG,78.9,324,,5.07,31.0,32.0,105.0,,,0.95959596,0.8625,0.875,0.771084337,,,
986,2003,Lauvale Sape,Utah,DT,73.6,297,,5.2,,31.5,111.0,4.68,7.72,0.243243243,,0.745454545,0.931034483,0.320754717,0.44,
987,2003,Gerome Sapp,Notre Dame,SS,72.1,216,,4.69,,36.5,112.0,4.27,7.13,0.090909091,,0.515151515,0.135135135,0.130434783,0.37037037,
988,2003,Greg Schindler,Stanford,OG,77.1,307,,5.1,18.0,30.5,94.0,5.07,8.55,0.909090909,0.1,0.738636364,0.168674699,0.105263158,0.076923077,0.3497647011666667
989,2003,Steve Sciullo,Marshall (WV),OT,77.1,330,,5.52,23.0,28.0,98.0,4.65,7.84,0.148648649,0.35483871,0.37704918,0.283333333,0.660714286,0.589285714,0.4023116453333333
990,2003,Bryan Scott,Penn State,SS,73.0,219,,4.6,13.0,,,,,0.363636364,0.138888889,,,,,
991,2003,Ian Scott,Florida,DT,75.0,312,,5.16,28.0,28.5,99.0,5.0,8.12,0.324324324,0.655172414,0.2,0.137931034,0.018867925,0.0,0.22271594949999998
992,2003,Mike Seidman,UCLA,TE,76.5,261,,4.8,20.0,,,,,0.527777778,0.525423729,,,,,
993,2003,Chad Setterstrom,Northern Iowa,OG,75.1,309,,5.46,16.0,28.5,101.0,4.61,7.91,0.242424242,0.025,0.443181818,0.602409639,0.789473684,0.628205128,0.4551157518333333
994,2003,Scott Shanle,Nebraska,OLB,74.1,245,,4.71,20.0,31.0,111.0,4.32,7.27,0.295081967,0.269230769,0.057692308,0.173076923,0.347826087,0.326086957,0.24483250183333335
995,2003,Visanthe Shiancoe,Morgan State (MD),TE,76.4,251,,4.64,28.0,39.5,120.0,4.28,7.09,0.944444444,0.983050847,1.0,0.901639344,0.549019608,0.754716981,0.8554785373333332
996,2003,Chris Simms,Texas,QB,76.4,220,22.0,4.86,,31.0,103.0,4.18,7.37,0.426229508,,0.407407407,0.272727273,0.714285714,0.265306122,
997,2003,Clifton Smith,Syracuse,ILB,74.4,253,,4.88,,,,,,0.130434783,,,,,,
998,2003,L.J. Smith,Rutgers,TE,75.3,258,,4.69,26.0,37.0,122.0,4.18,6.74,0.819444444,0.949152542,0.850746269,0.950819672,0.803921569,1.0,0.8956807493333333
999,2003,Musa Smith,Georgia,RB,72.8,232,,4.45,,35.5,123.0,,,0.90625,,0.590361446,0.858974359,,,
1000,2003,Onterrio Smith,Oregon,RB,69.9,220,,4.48,19.0,,,,,0.822916667,0.463414634,,,,,
1001,2003,Trent Smith,Oklahoma,TE,77.1,243,,4.81,16.0,35.5,118.0,4.3,7.21,0.5,0.169491525,0.731343284,0.819672131,0.431372549,0.603773585,0.5426088456666666
1002,2003,Wade Smith,Memphis,OT,75.9,296,,5.15,24.0,32.5,114.0,4.71,7.6,0.864864865,0.451612903,0.868852459,0.983333333,0.553571429,0.892857143,0.7691820219999999
1003,2003,Ben Sobieski,Iowa,OG,77.3,307,,5.01,18.0,30.0,109.0,4.43,7.69,0.98989899,0.1,0.659090909,0.951807229,0.934210526,0.871794872,0.7511337543333333
1004,2003,Jamil Soriano,Harvard,OG,76.0,317,,5.48,,27.5,103.0,5.08,8.54,0.212121212,,0.318181818,0.662650602,0.078947368,0.08974359,
1005,2003,Jake Sprague,Wisconsin,DT,74.1,274,,4.97,26.0,,,,,0.810810811,0.431034483,,,,,
1006,2003,Brian St. Pierre,Boston College,QB,75.0,218,27.0,4.82,,30.0,106.0,,,0.62295082,,0.314814815,0.381818182,,,
1007,2003,Eric Steinbach,Iowa,OG,78.3,297,,4.96,,36.0,119.0,4.37,7.34,1.0,,1.0,1.0,0.960526316,1.0,
1008,2003,Jon Stinchcomb,Georgia,OT,77.0,302,,5.09,32.0,35.0,115.0,4.58,7.83,0.945945946,0.935483871,0.967213115,1.0,0.767857143,0.660714286,0.8795357268333333
1009,2003,Erick Streelman,Nevada,TE,77.0,248,,5.06,9.0,30.0,109.0,4.4,7.59,0.027777778,0.016949153,0.179104478,0.245901639,0.235294118,0.056603774,0.12693849000000001
1010,2003,Donald Strickland,Colorado,CB,70.0,187,,4.48,16.0,35.5,121.0,4.01,6.97,0.702970297,0.658536585,0.333333333,0.618556701,0.736842105,0.597402597,0.6079402696666667
1011,2003,Johnathan Sullivan,Georgia,DT,75.1,313,,5.07,,,,,,0.635135135,,,,,,
1012,2003,Scott Tercero,California,OG,76.0,303,,5.23,25.0,28.5,103.0,4.51,7.81,0.737373737,0.5125,0.443181818,0.662650602,0.894736842,0.820512821,0.6784926366666667
1013,2003,Tony Terrell,Nevada Las Vegas,OG,75.3,334,,5.52,25.0,25.5,94.0,4.97,8.6,0.161616162,0.5125,0.136363636,0.168674699,0.184210526,0.051282051,0.20244117900000003
1014,2003,Ray Thomas,Wake Forest,TE,76.4,248,,5.05,17.0,31.0,113.0,4.52,7.47,0.041666667,0.271186441,0.253731343,0.459016393,0.058823529,0.188679245,0.21218393633333332
1015,2003,Chaun Thompson,West Texas A&M,OLB,73.9,240,,4.56,29.0,35.5,123.0,4.16,7.0,0.901639344,0.961538462,0.634615385,0.923076923,0.717391304,0.717391304,0.8092754536666668
1016,2003,Charles Tillman,Louisiana-Lafayette,CB,73.0,207,,4.49,12.0,40.0,131.0,3.89,7.05,0.663366337,0.353658537,0.916666667,0.979381443,0.973684211,0.493506494,0.7300439481666666
1017,2003,Pisa Tinoisamoa,Hawaii,OLB,72.4,231,,4.69,19.0,34.5,111.0,4.07,6.95,0.344262295,0.192307692,0.480769231,0.173076923,0.934782609,0.826086957,0.4918809511666667
1018,2003,LaBrandon Toefield,Louisiana State,RB,70.9,233,,4.6,19.0,,,,,0.447916667,0.463414634,,,,,
1019,2003,J.R. Tolver,San Diego State,WR,73.0,202,,4.76,,36.0,119.0,4.16,6.98,0.017857143,,0.450980392,0.417582418,0.342465753,0.533333333,
1020,2003,Marcus Trufant,Washington State,CB,71.1,199,,4.43,11.0,39.0,127.0,4.3,6.85,0.910891089,0.231707317,0.802083333,0.907216495,0.118421053,0.753246753,0.62059434
1021,2003,B.J. Tucker,Wisconsin,CB,70.5,188,,4.38,16.0,35.0,123.0,4.14,7.25,0.96039604,0.658536585,0.239583333,0.75257732,0.565789474,0.12987013,0.5511254803333333
1022,2003,Torrin Tucker,Southern Mississippi,OG,77.8,328,,5.43,,30.0,103.0,4.96,8.38,0.292929293,,0.659090909,0.662650602,0.236842105,0.153846154,
1023,2003,Demetrin Veal,Tennessee,DE,74.1,288,,5.26,26.0,,111.0,,,0.0,0.649350649,,0.301369863,,,
1024,2003,Bobby Wade,Arizona,WR,70.3,193,,4.68,,34.5,115.0,4.03,7.0,0.107142857,,0.274509804,0.175824176,0.821917808,0.506666667,
1025,2003,Aaron Walker,Florida,TE,77.6,252,,4.75,24.0,33.5,115.0,4.27,7.55,0.694444444,0.847457627,0.492537313,0.639344262,0.588235294,0.094339623,0.5593930938333335
1026,2003,Seneca Wallace,Iowa State,QB,71.4,196,12.0,4.52,,38.0,127.0,4.14,6.97,0.983606557,,0.962962963,1.0,0.775510204,0.897959184,
1027,2003,Matt Walters,Miami (FL),DE,76.5,272,,4.9,30.0,,,,,0.397727273,0.896103896,,,,,
1028,2003,Shane Walton,Notre Dame,CB,70.6,184,,4.67,11.0,31.0,109.0,4.2,7.03,0.079207921,0.231707317,0.010416667,0.0,0.342105263,0.519480519,0.19715294783333334
1029,2003,Seth Wand,Northwest Missouri State,OT,79.0,321,,5.15,20.0,31.5,107.0,4.5,7.57,0.864864865,0.129032258,0.786885246,0.883333333,0.892857143,0.946428571,0.7505669026666667
1030,2003,Kevin Ware,Washington,TE,74.9,256,,4.8,22.0,34.0,110.0,4.47,7.51,0.527777778,0.711864407,0.582089552,0.327868852,0.098039216,0.132075472,0.3966192128333334
1031,2003,Ty Warren,Texas A&M,DT,76.6,307,,5.1,27.0,,,,,0.445945946,0.534482759,,,,,
1032,2003,Clifton Washburn,Citadel (SC),DE,77.1,275,,5.02,22.0,27.0,109.0,4.75,8.59,0.147727273,0.272727273,0.0,0.205479452,0.015625,0.0,0.10692649966666667
1033,2003,Derek Watson,South Carolina,RB,73.0,212,,4.63,15.0,34.0,114.0,4.2,7.35,0.354166667,0.158536585,0.409638554,0.307692308,0.518518519,0.127272727,0.31263756000000004
1034,2003,Derrick Watson,South Carolina,RB,73.0,212,,4.63,15.0,34.0,114.0,4.2,7.35,0.354166667,0.158536585,0.409638554,0.307692308,0.518518519,0.127272727,0.31263756000000004
1035,2003,Dennis Weathersby,Oregon State,CB,72.6,204,,4.39,9.0,38.0,125.0,4.08,7.13,0.95049505,0.06097561,0.729166667,0.824742268,0.671052632,0.324675325,0.5935179253333333
1036,2003,Reggie Wells,Clarion (PA),OT,75.3,300,,5.2,23.0,29.0,104.0,4.53,8.34,0.77027027,0.35483871,0.508196721,0.766666667,0.875,0.214285714,0.5815430136666667
1037,2003,DeWayne White,Louisville,DE,74.1,273,,4.78,22.0,33.0,112.0,4.22,7.22,0.727272727,0.272727273,0.383561644,0.397260274,0.890625,0.73015873,0.5669342746666667
1038,2003,Keyon Whiteside,Tennessee,ILB,71.9,229,,4.74,27.0,29.0,111.0,4.33,7.3,0.673913043,0.885714286,0.073170732,0.289473684,0.387096774,0.451612903,0.4601635703333333
1039,2003,Taylor Whitley,Texas A&M,OG,75.9,321,,5.2,28.0,30.0,106.0,4.55,7.95,0.767676768,0.675,0.659090909,0.819277108,0.868421053,0.602564103,0.7320049901666668
1040,2003,Jimmy Wilkerson,Oklahoma,DE,74.9,271,,4.86,29.0,34.5,114.0,4.38,7.44,0.522727273,0.87012987,0.589041096,0.520547945,0.53125,0.523809524,0.592917618
1041,2003,Andrew Williams,Miami (FL),DE,74.3,263,,4.69,29.0,32.0,113.0,4.44,7.53,0.886363636,0.87012987,0.273972603,0.438356164,0.375,0.317460317,0.5268804316666666
1042,2003,Brett Williams,Florida State,OT,76.8,321,,5.28,,27.5,99.0,5.01,8.57,0.567567568,,0.31147541,0.383333333,0.035714286,0.053571429,
1043,2003,Kevin Williams,Oklahoma State,DE,76.9,304,,4.84,23.0,30.0,112.0,5.01,7.66,0.579545455,0.38961039,0.109589041,0.397260274,0.0,0.222222222,0.283037897
1044,2003,Todd Williams,Florida State,OT,76.8,340,,5.14,27.0,32.5,108.0,4.54,8.06,0.891891892,0.64516129,0.868852459,0.933333333,0.821428571,0.428571429,0.7648731623333332
1045,2003,Eugene Wilson,Illinois,CB,70.4,192,,4.46,15.0,38.0,122.0,4.0,7.18,0.801980198,0.524390244,0.729166667,0.690721649,0.789473684,0.25974026,0.6325787836666666
1046,2003,Jason Witten,Tennessee,TE,77.8,264,,4.65,25.0,31.0,,,,0.902777778,0.915254237,0.253731343,,,,
1047,2003,Juston Wood,Portland State (OR),QB,72.6,207,30.0,4.84,,32.5,113.0,4.07,7.13,0.524590164,,0.518518519,0.781818182,0.918367347,0.632653061,
1048,2003,Andre Woolfolk,Oklahoma,CB,73.4,197,,4.47,10.0,35.5,128.0,3.95,6.76,0.732673267,0.097560976,0.333333333,0.93814433,0.907894737,0.857142857,0.64445825
1049,2003,George Wrighster,Oregon,TE,74.1,249,,4.89,16.0,34.5,115.0,,7.24,0.333333333,0.169491525,0.626865672,0.639344262,,0.58490566,
1050,2003,Thomas Wright,Michigan State,SS,73.4,201,,4.79,13.0,36.0,114.0,4.38,7.41,0.0,0.138888889,0.424242424,0.189189189,0.043478261,0.0,0.13263312716666667
1051,2003,Walter Young,Illinois,WR,76.6,214,,4.59,,39.0,121.0,4.22,6.89,0.258928571,,0.784313725,0.538461538,0.205479452,0.653333333,
1052,2003,Doug Zeigler,Mississippi,TE,76.0,257,,4.7,20.0,,,,,0.791666667,0.525423729,,,,,
1053,2004,Derek Abney,Kentucky,WR,69.3,179,,4.56,,33.5,120.0,4.08,6.89,0.391608392,,0.203007519,0.483333333,0.65625,0.673469388,
1054,2004,Nathaniel Adibi,Virginia Tech,DE,75.3,254,,4.65,,33.0,118.0,4.36,,0.92173913,,0.371134021,0.739583333,0.535714286,,
1055,2004,Roc Alexander,Washington,CB,71.0,185,,4.37,,39.5,125.0,4.23,6.97,0.935483871,,0.879310345,0.820512821,0.292134831,0.566666667,
1056,2004,Rich Alexis,Washington,RB,72.0,210,,4.65,,32.0,114.0,4.43,7.41,0.25862069,,0.158415842,0.302083333,0.089552239,0.104477612,
1057,2004,Jared Allen,Idaho State,DE,78.0,265,,4.76,13.0,33.0,120.0,4.34,7.11,0.739130435,0.0,0.371134021,0.833333333,0.595238095,0.827160494,0.5609993963333334
1058,2004,Marcell Allmond,Southern California,CB,72.0,209,,4.63,21.0,38.0,123.0,4.34,7.37,0.088709677,0.98,0.724137931,0.726495726,0.101123596,0.088888889,0.4515593031666667
1059,2004,Courtney Anderson,San Jose State,TE,78.0,269,,4.89,17.0,30.0,106.0,4.54,7.86,0.362637363,0.230769231,0.204819277,0.1375,0.059701493,0.014492754,0.16832001966666668
1060,2004,Shawn Andrews,Arkansas,OT,76.1,366,,5.49,27.0,25.0,98.0,4.85,8.25,0.154639175,0.62962963,0.048780488,0.24691358,0.236842105,0.236842105,0.25894118050000003
1061,2004,Stacy Andrews,Mississippi,OT,78.1,342,,5.07,34.0,30.5,106.0,4.78,8.09,0.93814433,0.975308642,0.707317073,0.839506173,0.394736842,0.342105263,0.6995197205
1062,2004,Matthias Askew,Michigan State,DT,77.4,308,,5.24,20.0,27.0,101.0,4.42,7.55,0.148514851,0.096385542,0.08974359,0.291139241,0.746478873,0.695652174,0.3446523785
1063,2004,Jason Babin,Western Michigan,DE,74.6,260,,4.65,28.0,34.0,121.0,4.14,7.03,0.92173913,0.828282828,0.525773196,0.885416667,0.916666667,0.888888889,0.8277945628333333
1064,2004,Rashad Baker,Tennessee,FS,70.5,204,,4.55,21.0,36.0,117.0,4.12,7.19,0.677966102,0.830188679,0.46,0.288461538,0.595238095,0.12195122,0.49563427233333335
1065,2004,Dave Ball,UCLA,DE,77.4,277,,5.07,24.0,,,,,0.07826087,0.434343434,,,,,
1066,2004,Jacob Bell,Miami (OH),OG,76.8,302,,5.22,26.0,,,,,0.732758621,0.6,,,,,
1067,2004,Tatum Bell,Oklahoma State,RB,71.0,212,,4.39,25.0,38.5,117.0,,,0.982758621,0.894736842,0.910891089,0.53125,,,
1068,2004,Bernard Berrian,Frenso State (CA),WR,73.0,183,,4.58,,38.0,128.0,4.18,7.34,0.300699301,,0.706766917,0.866666667,0.260416667,0.112244898,
1069,2004,Ryon Bingham,Nebraska,DT,75.4,303,,5.14,33.0,30.0,109.0,4.38,7.44,0.396039604,0.903614458,0.487179487,0.759493671,0.830985915,0.826086957,0.7005666819999999
1070,2004,Bobby Blizzard,North Carolina,TE,76.0,266,,4.89,12.0,,102.0,,,0.362637363,0.051282051,,0.0375,,,
1071,2004,Colby Bockwoldt,Brigham Young,OLB,73.6,230,,4.59,14.0,34.0,112.0,4.05,7.12,0.781609195,0.013888889,0.338028169,0.236111111,0.907692308,0.516129032,0.46557645066666664
1072,2004,Ryan Boschetti,UCLA,DT,76.4,306,,5.15,,29.5,110.0,4.27,7.41,0.356435644,,0.423076923,0.835443038,0.915492958,0.869565217,
1073,2004,Michael Boulware,Florida State,OLB,74.0,225,,4.5,,,,3.92,6.89,0.977011494,,,,0.984615385,0.935483871,
1074,2004,Jon Bradley,Arkansas State,DT,73.0,306,,5.09,19.0,26.5,104.0,4.85,7.88,0.554455446,0.024096386,0.051282051,0.455696203,0.070422535,0.246376812,0.23372157216666667
1075,2004,Maurice Brown,Iowa,WR,72.3,219,,4.54,,33.0,117.0,4.21,7.38,0.482517483,,0.157894737,0.3,0.21875,0.071428571,
1076,2004,Rufus Brown,Florida State,CB,69.3,187,,4.45,15.0,33.0,124.0,4.44,7.24,0.85483871,0.55,0.086206897,0.769230769,0.02247191,0.177777778,0.41008767733333334
1077,2004,Tony Bua,Arkansas,SS,71.3,209,,4.65,15.0,36.0,120.0,4.08,6.75,0.211538462,0.25,0.405405405,0.547619048,0.692307692,0.833333333,0.4900339900000001
1078,2004,Sean Bubin,Illinois,OT,78.5,306,,5.29,25.0,24.5,97.0,4.76,7.66,0.536082474,0.555555556,0.024390244,0.185185185,0.407894737,0.815789474,0.4208162783333333
1079,2004,Josh Buhl,Kansas State,OLB,71.3,204,,4.7,,29.0,114.0,4.32,7.26,0.287356322,,0.0,0.361111111,0.261538462,0.322580645,
1080,2004,Kelly Butler,Purdue,OT,79.4,320,,5.12,,30.5,105.0,4.92,7.96,0.865979381,,0.707317073,0.765432099,0.131578947,0.5,
1081,2004,Darrell Campbell,Notre Dame,DT,75.6,302,,5.21,25.0,33.0,111.0,4.66,7.63,0.227722772,0.325301205,0.884615385,0.911392405,0.394366197,0.608695652,0.5586822693333334
1082,2004,Dietrich Canterberry,Nevada Las Vegas,DT,74.9,308,,5.35,26.0,,,,,0.01980198,0.397590361,,,,,
1083,2004,Vernon Carey,Miami (FL),OG,76.4,335,,5.32,30.0,,,,,0.49137931,0.810526316,,,,,
1084,2004,Ahmad Carroll,Arkansas,CB,69.6,195,,4.36,15.0,41.0,128.0,,,0.967741935,0.55,0.956896552,0.94017094,,,
1085,2004,Jordan Carstens,Iowa State,DT,77.4,305,,5.05,28.0,28.5,106.0,4.8,8.35,0.663366337,0.602409639,0.269230769,0.594936709,0.126760563,0.014492754,0.37853279516666666
1086,2004,Ran Carthon,Florida,RB,71.4,224,,4.45,22.0,34.5,112.0,4.12,,0.896551724,0.715789474,0.504950495,0.15625,0.686567164,,
1087,2004,Marko Cavka,Sacramento State (CA),OT,79.0,294,,5.17,27.0,27.5,107.0,4.4,7.57,0.793814433,0.62962963,0.280487805,0.864197531,0.960526316,0.907894737,0.7394250753333335
1088,2004,Toby Cecil,Texas Tech,C,76.0,297,,5.25,19.0,,85.0,4.98,8.31,0.487179487,0.2,,0.0,0.03125,0.03125,
1089,2004,Kirk Chambers,Stanford,OT,79.3,313,,5.51,22.0,27.0,101.0,4.4,7.56,0.134020619,0.271604938,0.207317073,0.49382716,0.960526316,0.934210526,0.5002511053333333
1090,2004,Ahmad Childress,Alabama,DT,77.9,351,,5.32,,22.0,86.0,4.94,8.75,0.03960396,,0.0,0.0,0.028169014,0.0,
1091,2004,Brandon Chillar,UCLA,OLB,74.9,253,,4.75,23.0,33.0,115.0,4.08,,0.16091954,0.527777778,0.253521127,0.430555556,0.815384615,,
1092,2004,Quinn Christensen,Brigham Young,OG,77.9,312,,5.1,32.0,,,,,0.896551724,0.894736842,,,,,
1093,2004,Tyson Clabo,Wake Forest,OG,78.9,315,,5.45,24.0,30.0,100.0,4.88,8.09,0.293103448,0.452631579,0.673267327,0.541666667,0.322222222,0.413043478,0.44932245350000005
1094,2004,Adrien Clarke,Ohio State,OG,77.0,329,,5.49,,26.0,102.0,4.74,7.9,0.215517241,,0.198019802,0.645833333,0.544444444,0.652173913,
1095,2004,Michael Clayton,Louisiana State,WR,74.8,209,,4.61,,32.5,116.0,4.09,6.77,0.188811189,,0.090225564,0.233333333,0.572916667,0.867346939,
1096,2004,Cedric Cobbs,Arkansas,RB,72.1,223,,4.72,,40.0,123.0,,,0.103448276,,0.940594059,0.875,,,
1097,2004,Cols Colas,Virginia Tech,OLB,71.6,233,,4.59,22.0,34.5,118.0,,,0.781609195,0.472222222,0.436619718,0.611111111,,,
1098,2004,Ricardo Colclough,Tusculum (TN),CB,70.6,194,,4.5,8.0,39.5,127.0,,,0.556451613,0.05,0.879310345,0.905982906,,,
1099,2004,Erik Coleman,Washington State,FS,70.5,200,,4.62,16.0,35.5,117.0,4.14,7.03,0.220338983,0.490566038,0.34,0.288461538,0.523809524,0.56097561,0.4040252821666666
1100,2004,Chris Collins,Mississippi,WR,73.1,201,,4.67,,35.0,112.0,,,0.118881119,,0.368421053,0.058333333,,,
1101,2004,Chris Cooley,Utah State,TE,75.5,265,,4.86,22.0,33.0,115.0,4.19,7.21,0.43956044,0.666666667,0.493975904,0.6,0.71641791,0.608695652,0.5875527621666667
1102,2004,Marquis Cooper,Washington,OLB,75.3,223,,4.55,25.0,36.5,121.0,4.12,7.02,0.91954023,0.722222222,0.704225352,0.847222222,0.661538462,0.677419355,0.7553613071666666
1103,2004,Terrance Copper,East Carolina (NC),WR,71.9,208,,4.51,,35.5,116.0,4.31,7.34,0.601398601,,0.436090226,0.233333333,0.052083333,0.112244898,
1104,2004,Jorge Cordova,Nevada,ILB,74.0,237,,4.68,22.0,35.5,,4.17,7.28,0.907407407,0.463414634,0.765957447,,0.710526316,0.447368421,
1105,2004,Jerricho Cotchery,North Carolina State,WR,72.5,212,,4.56,,36.0,121.0,3.91,6.93,0.391608392,,0.488721805,0.541666667,0.947916667,0.612244898,
1106,2004,Regis Crawford,Arizona State,OG,74.0,316,,6.07,,,,4.86,8.03,0.0,,,,0.333333333,0.489130435,
1107,2004,Duron Croson,Fort Valley State (GA),RB,72.8,226,,4.84,14.0,30.5,108.0,,,0.017241379,0.126315789,0.03960396,0.052083333,,,
1108,2004,Tom Crowder,Arkansas,WR,73.0,183,,4.45,,38.5,132.0,,,0.797202797,,0.766917293,0.966666667,,,
1109,2004,Kentrell Curry,Georgia,FS,73.0,201,,4.63,17.0,34.5,127.0,,,0.152542373,0.566037736,0.2,0.903846154,,,
1110,2004,Lane Danielson,Iowa State,WR,73.0,197,,4.6,,31.0,117.0,4.07,6.73,0.230769231,,0.030075188,0.3,0.697916667,0.918367347,
1111,2004,Trey Darilek,Texas-El Paso,OG,76.0,301,,5.23,22.0,28.5,110.0,4.66,7.85,0.715517241,0.284210526,0.445544554,0.958333333,0.722222222,0.72826087,0.6423481243333334
1112,2004,Devard Darling,Washington State,WR,73.1,213,,4.52,,37.0,129.0,,,0.573426573,,0.609022556,0.891666667,,,
1113,2004,Josh Davis,Nebraska,RB,70.4,200,,4.53,13.0,33.5,112.0,4.07,7.27,0.698275862,0.073684211,0.376237624,0.15625,0.850746269,0.313432836,0.4114378003333334
1114,2004,Rod Davis,Southern Mississippi,ILB,74.0,239,,4.71,,,114.0,4.02,7.2,0.722222222,,,0.522727273,0.921052632,0.657894737,
1115,2004,Curtis DeLoatch,North Carolina A&T,CB,74.4,214,,4.52,10.0,35.5,120.0,4.42,6.97,0.5,0.11,0.336206897,0.478632479,0.033707865,0.566666667,0.33753565133333335
